"predictions","Actual","predictions_type","AUC","Fold","Model","method"
"0",0,"training",0.9375,5,"2ridge","5__2ridge"
"0",1,"training",0.9375,5,"2ridge","5__2ridge"
"1",1,"training",0.9375,5,"2ridge","5__2ridge"
"1",1,"training",0.9375,5,"2ridge","5__2ridge"
"1",1,"training",0.9375,5,"2ridge","5__2ridge"
"1",1,"training",0.9375,5,"2ridge","5__2ridge"
"0",0,"training",0.9375,5,"2ridge","5__2ridge"
"0",0,"training",0.9375,5,"2ridge","5__2ridge"
"0",0,"training",0.9375,5,"2ridge","5__2ridge"
"0",0,"training",0.9375,5,"2ridge","5__2ridge"
"1",1,"training",0.9375,5,"2ridge","5__2ridge"
"1",1,"training",0.9375,5,"2ridge","5__2ridge"
"1",1,"training",0.9375,5,"2ridge","5__2ridge"
"0",0,"training",0.9375,5,"2ridge","5__2ridge"
"0",0,"training",0.9375,5,"2ridge","5__2ridge"
"0",0,"training",0.9375,5,"2ridge","5__2ridge"
"0",0,"training",0.9375,5,"2ridge","5__2ridge"
"1",1,"training",0.9375,5,"2ridge","5__2ridge"
"1",1,"training",0.9375,5,"2ridge","5__2ridge"
"0",0,"training",0.9375,5,"2ridge","5__2ridge"
"1",1,"training",0.9375,5,"2ridge","5__2ridge"
"1",1,"training",0.9375,5,"2ridge","5__2ridge"
"0",0,"training",0.9375,5,"2ridge","5__2ridge"
"1",1,"training",0.9375,5,"2ridge","5__2ridge"
"1",1,"training",0.9375,5,"2ridge","5__2ridge"
"1",1,"training",0.9375,5,"2ridge","5__2ridge"
"0",0,"training",0.9375,5,"2ridge","5__2ridge"
"0",0,"training",0.9375,5,"2ridge","5__2ridge"
"0",0,"training",0.9375,5,"2ridge","5__2ridge"
"1",1,"training",0.9375,5,"2ridge","5__2ridge"
"0",0,"training",0.9375,5,"2ridge","5__2ridge"
"0",0,"training",0.9375,5,"2ridge","5__2ridge"
"1",1,"training",0.9375,5,"2ridge","5__2ridge"
"0",0,"training",0.9375,5,"2ridge","5__2ridge"
"1",0,"training",0.9375,5,"2ridge","5__2ridge"
"0",0,"training",0.9375,5,"2ridge","5__2ridge"
"0",0,"training",0.9375,5,"2ridge","5__2ridge"
"0",0,"training",0.9375,5,"2ridge","5__2ridge"
"0",0,"training",0.9375,5,"2ridge","5__2ridge"
"0",0,"training",0.9375,5,"2ridge","5__2ridge"
"0",0,"training",0.9375,5,"2ridge","5__2ridge"
"1",1,"training",0.9375,5,"2ridge","5__2ridge"
"1",1,"training",0.9375,5,"2ridge","5__2ridge"
"1",1,"training",0.9375,5,"2ridge","5__2ridge"
"0",0,"training",0.9375,5,"2ridge","5__2ridge"
"1",1,"training",0.9375,5,"2ridge","5__2ridge"
"0",0,"training",0.9375,5,"2ridge","5__2ridge"
"1",1,"training",0.9375,5,"2ridge","5__2ridge"
"0",0,"training",0.9375,5,"2ridge","5__2ridge"
"0",0,"training",0.9375,5,"2ridge","5__2ridge"
"0",0,"training",0.9375,5,"2ridge","5__2ridge"
"1",1,"training",0.9375,5,"2ridge","5__2ridge"
"1",1,"training",0.9375,5,"2ridge","5__2ridge"
"0",0,"training",0.9375,5,"2ridge","5__2ridge"
"1",1,"training",0.9375,5,"2ridge","5__2ridge"
"1",1,"training",0.9375,5,"2ridge","5__2ridge"
"1",0,"training",0.9375,5,"2ridge","5__2ridge"
"0",0,"training",0.9375,5,"2ridge","5__2ridge"
"1",1,"training",0.9375,5,"2ridge","5__2ridge"
"1",1,"training",0.9375,5,"2ridge","5__2ridge"
"1",1,"training",0.9375,5,"2ridge","5__2ridge"
"1",1,"training",0.9375,5,"2ridge","5__2ridge"
"0",0,"training",0.9375,5,"2ridge","5__2ridge"
"0",0,"training",0.9375,5,"2ridge","5__2ridge"
"1",1,"training",0.9375,5,"2ridge","5__2ridge"
"1",0,"training",0.9375,5,"2ridge","5__2ridge"
"0",0,"training",0.9375,5,"2ridge","5__2ridge"
"1",1,"training",0.9375,5,"2ridge","5__2ridge"
"0",1,"training",0.9375,5,"2ridge","5__2ridge"
"1",1,"training",0.9375,5,"2ridge","5__2ridge"
"1",1,"training",0.9375,5,"2ridge","5__2ridge"
"0",0,"training",0.9375,5,"2ridge","5__2ridge"
"0",0,"training",0.9375,5,"2ridge","5__2ridge"
"0",0,"training",0.9375,5,"2ridge","5__2ridge"
"0",0,"training",0.9375,5,"2ridge","5__2ridge"
"1",1,"training",0.9375,5,"2ridge","5__2ridge"
"1",0,"training",0.9375,5,"2ridge","5__2ridge"
"1",1,"training",0.9375,5,"2ridge","5__2ridge"
"0",0,"training",0.9375,5,"2ridge","5__2ridge"
"0",0,"training",0.9375,5,"2ridge","5__2ridge"
"0",0,"training",0.9375,5,"2ridge","5__2ridge"
"0",0,"training",0.9375,5,"2ridge","5__2ridge"
"0",0,"testing",0.767857142857143,5,"2ridge","5__2ridge"
"1",0,"testing",0.767857142857143,5,"2ridge","5__2ridge"
"0",0,"testing",0.767857142857143,5,"2ridge","5__2ridge"
"1",1,"testing",0.767857142857143,5,"2ridge","5__2ridge"
"0",0,"testing",0.767857142857143,5,"2ridge","5__2ridge"
"1",0,"testing",0.767857142857143,5,"2ridge","5__2ridge"
"1",0,"testing",0.767857142857143,5,"2ridge","5__2ridge"
"0",0,"testing",0.767857142857143,5,"2ridge","5__2ridge"
"1",1,"testing",0.767857142857143,5,"2ridge","5__2ridge"
"0",1,"testing",0.767857142857143,5,"2ridge","5__2ridge"
"1",1,"testing",0.767857142857143,5,"2ridge","5__2ridge"
"0",0,"testing",0.767857142857143,5,"2ridge","5__2ridge"
"0",0,"testing",0.767857142857143,5,"2ridge","5__2ridge"
"0",0,"testing",0.767857142857143,5,"2ridge","5__2ridge"
"0",0,"testing",0.767857142857143,5,"2ridge","5__2ridge"
"0",0,"testing",0.767857142857143,5,"2ridge","5__2ridge"
"0",0,"testing",0.767857142857143,5,"2ridge","5__2ridge"
"0",0,"testing",0.767857142857143,5,"2ridge","5__2ridge"
"0",0,"training",0.9375,5,"3lasso","5__3lasso"
"1",1,"training",0.9375,5,"3lasso","5__3lasso"
"0",0,"training",0.9375,5,"3lasso","5__3lasso"
"0",0,"training",0.9375,5,"3lasso","5__3lasso"
"0",0,"training",0.9375,5,"3lasso","5__3lasso"
"1",1,"training",0.9375,5,"3lasso","5__3lasso"
"1",1,"training",0.9375,5,"3lasso","5__3lasso"
"0",0,"training",0.9375,5,"3lasso","5__3lasso"
"1",1,"training",0.9375,5,"3lasso","5__3lasso"
"1",1,"training",0.9375,5,"3lasso","5__3lasso"
"0",0,"training",0.9375,5,"3lasso","5__3lasso"
"1",1,"training",0.9375,5,"3lasso","5__3lasso"
"1",1,"training",0.9375,5,"3lasso","5__3lasso"
"0",0,"training",0.9375,5,"3lasso","5__3lasso"
"1",1,"training",0.9375,5,"3lasso","5__3lasso"
"0",0,"training",0.9375,5,"3lasso","5__3lasso"
"1",1,"training",0.9375,5,"3lasso","5__3lasso"
"0",0,"training",0.9375,5,"3lasso","5__3lasso"
"1",1,"training",0.9375,5,"3lasso","5__3lasso"
"1",1,"training",0.9375,5,"3lasso","5__3lasso"
"1",1,"training",0.9375,5,"3lasso","5__3lasso"
"0",0,"training",0.9375,5,"3lasso","5__3lasso"
"1",1,"training",0.9375,5,"3lasso","5__3lasso"
"0",1,"training",0.9375,5,"3lasso","5__3lasso"
"1",1,"training",0.9375,5,"3lasso","5__3lasso"
"0",0,"training",0.9375,5,"3lasso","5__3lasso"
"1",1,"training",0.9375,5,"3lasso","5__3lasso"
"1",1,"training",0.9375,5,"3lasso","5__3lasso"
"1",1,"training",0.9375,5,"3lasso","5__3lasso"
"1",1,"training",0.9375,5,"3lasso","5__3lasso"
"0",0,"training",0.9375,5,"3lasso","5__3lasso"
"0",1,"training",0.9375,5,"3lasso","5__3lasso"
"1",1,"training",0.9375,5,"3lasso","5__3lasso"
"1",1,"training",0.9375,5,"3lasso","5__3lasso"
"1",1,"training",0.9375,5,"3lasso","5__3lasso"
"1",1,"training",0.9375,5,"3lasso","5__3lasso"
"0",0,"training",0.9375,5,"3lasso","5__3lasso"
"0",0,"training",0.9375,5,"3lasso","5__3lasso"
"0",0,"training",0.9375,5,"3lasso","5__3lasso"
"0",0,"training",0.9375,5,"3lasso","5__3lasso"
"1",1,"training",0.9375,5,"3lasso","5__3lasso"
"1",1,"training",0.9375,5,"3lasso","5__3lasso"
"1",1,"training",0.9375,5,"3lasso","5__3lasso"
"0",0,"training",0.9375,5,"3lasso","5__3lasso"
"0",0,"training",0.9375,5,"3lasso","5__3lasso"
"0",0,"training",0.9375,5,"3lasso","5__3lasso"
"0",0,"training",0.9375,5,"3lasso","5__3lasso"
"1",1,"training",0.9375,5,"3lasso","5__3lasso"
"1",1,"training",0.9375,5,"3lasso","5__3lasso"
"0",0,"training",0.9375,5,"3lasso","5__3lasso"
"1",1,"training",0.9375,5,"3lasso","5__3lasso"
"1",1,"training",0.9375,5,"3lasso","5__3lasso"
"0",0,"training",0.9375,5,"3lasso","5__3lasso"
"1",1,"training",0.9375,5,"3lasso","5__3lasso"
"1",1,"training",0.9375,5,"3lasso","5__3lasso"
"1",1,"training",0.9375,5,"3lasso","5__3lasso"
"0",0,"training",0.9375,5,"3lasso","5__3lasso"
"0",0,"training",0.9375,5,"3lasso","5__3lasso"
"0",0,"training",0.9375,5,"3lasso","5__3lasso"
"1",1,"training",0.9375,5,"3lasso","5__3lasso"
"0",0,"training",0.9375,5,"3lasso","5__3lasso"
"0",0,"training",0.9375,5,"3lasso","5__3lasso"
"1",1,"training",0.9375,5,"3lasso","5__3lasso"
"0",0,"training",0.9375,5,"3lasso","5__3lasso"
"1",0,"training",0.9375,5,"3lasso","5__3lasso"
"0",0,"training",0.9375,5,"3lasso","5__3lasso"
"0",0,"training",0.9375,5,"3lasso","5__3lasso"
"0",0,"training",0.9375,5,"3lasso","5__3lasso"
"0",0,"training",0.9375,5,"3lasso","5__3lasso"
"0",0,"training",0.9375,5,"3lasso","5__3lasso"
"0",0,"training",0.9375,5,"3lasso","5__3lasso"
"1",1,"training",0.9375,5,"3lasso","5__3lasso"
"1",1,"training",0.9375,5,"3lasso","5__3lasso"
"1",1,"training",0.9375,5,"3lasso","5__3lasso"
"0",0,"training",0.9375,5,"3lasso","5__3lasso"
"1",1,"training",0.9375,5,"3lasso","5__3lasso"
"0",0,"training",0.9375,5,"3lasso","5__3lasso"
"1",1,"training",0.9375,5,"3lasso","5__3lasso"
"0",0,"training",0.9375,5,"3lasso","5__3lasso"
"0",0,"training",0.9375,5,"3lasso","5__3lasso"
"0",0,"training",0.9375,5,"3lasso","5__3lasso"
"1",1,"training",0.9375,5,"3lasso","5__3lasso"
"1",1,"training",0.9375,5,"3lasso","5__3lasso"
"0",0,"training",0.9375,5,"3lasso","5__3lasso"
"1",1,"training",0.9375,5,"3lasso","5__3lasso"
"1",1,"training",0.9375,5,"3lasso","5__3lasso"
"1",0,"training",0.9375,5,"3lasso","5__3lasso"
"0",0,"training",0.9375,5,"3lasso","5__3lasso"
"1",1,"training",0.9375,5,"3lasso","5__3lasso"
"1",1,"training",0.9375,5,"3lasso","5__3lasso"
"1",1,"training",0.9375,5,"3lasso","5__3lasso"
"1",1,"training",0.9375,5,"3lasso","5__3lasso"
"0",0,"training",0.9375,5,"3lasso","5__3lasso"
"0",0,"training",0.9375,5,"3lasso","5__3lasso"
"1",1,"training",0.9375,5,"3lasso","5__3lasso"
"1",0,"training",0.9375,5,"3lasso","5__3lasso"
"0",0,"training",0.9375,5,"3lasso","5__3lasso"
"1",1,"training",0.9375,5,"3lasso","5__3lasso"
"0",1,"training",0.9375,5,"3lasso","5__3lasso"
"1",1,"training",0.9375,5,"3lasso","5__3lasso"
"1",1,"training",0.9375,5,"3lasso","5__3lasso"
"0",0,"training",0.9375,5,"3lasso","5__3lasso"
"0",0,"training",0.9375,5,"3lasso","5__3lasso"
"0",0,"training",0.9375,5,"3lasso","5__3lasso"
"0",0,"training",0.9375,5,"3lasso","5__3lasso"
"1",1,"training",0.9375,5,"3lasso","5__3lasso"
"1",0,"training",0.9375,5,"3lasso","5__3lasso"
"1",1,"training",0.9375,5,"3lasso","5__3lasso"
"0",0,"training",0.9375,5,"3lasso","5__3lasso"
"0",0,"training",0.9375,5,"3lasso","5__3lasso"
"0",0,"training",0.9375,5,"3lasso","5__3lasso"
"0",0,"training",0.9375,5,"3lasso","5__3lasso"
"0",0,"testing",0.767857142857143,5,"3lasso","5__3lasso"
"1",0,"testing",0.767857142857143,5,"3lasso","5__3lasso"
"0",0,"testing",0.767857142857143,5,"3lasso","5__3lasso"
"1",1,"testing",0.767857142857143,5,"3lasso","5__3lasso"
"0",0,"testing",0.767857142857143,5,"3lasso","5__3lasso"
"1",0,"testing",0.767857142857143,5,"3lasso","5__3lasso"
"1",0,"testing",0.767857142857143,5,"3lasso","5__3lasso"
"0",0,"testing",0.767857142857143,5,"3lasso","5__3lasso"
"1",1,"testing",0.767857142857143,5,"3lasso","5__3lasso"
"0",1,"testing",0.767857142857143,5,"3lasso","5__3lasso"
"1",1,"testing",0.767857142857143,5,"3lasso","5__3lasso"
"0",0,"testing",0.767857142857143,5,"3lasso","5__3lasso"
"0",0,"testing",0.767857142857143,5,"3lasso","5__3lasso"
"0",0,"testing",0.767857142857143,5,"3lasso","5__3lasso"
"0",0,"testing",0.767857142857143,5,"3lasso","5__3lasso"
"0",0,"testing",0.767857142857143,5,"3lasso","5__3lasso"
"0",0,"testing",0.767857142857143,5,"3lasso","5__3lasso"
"0",0,"testing",0.767857142857143,5,"3lasso","5__3lasso"
"0",0,"training",0.9375,5,"4KNN","5__4KNN"
"1",1,"training",0.9375,5,"4KNN","5__4KNN"
"0",0,"training",0.9375,5,"4KNN","5__4KNN"
"0",0,"training",0.9375,5,"4KNN","5__4KNN"
"0",0,"training",0.9375,5,"4KNN","5__4KNN"
"1",1,"training",0.9375,5,"4KNN","5__4KNN"
"1",1,"training",0.9375,5,"4KNN","5__4KNN"
"0",0,"training",0.9375,5,"4KNN","5__4KNN"
"1",1,"training",0.9375,5,"4KNN","5__4KNN"
"1",1,"training",0.9375,5,"4KNN","5__4KNN"
"0",0,"training",0.9375,5,"4KNN","5__4KNN"
"1",1,"training",0.9375,5,"4KNN","5__4KNN"
"1",1,"training",0.9375,5,"4KNN","5__4KNN"
"0",0,"training",0.9375,5,"4KNN","5__4KNN"
"1",1,"training",0.9375,5,"4KNN","5__4KNN"
"0",0,"training",0.9375,5,"4KNN","5__4KNN"
"1",1,"training",0.9375,5,"4KNN","5__4KNN"
"0",0,"training",0.9375,5,"4KNN","5__4KNN"
"1",1,"training",0.9375,5,"4KNN","5__4KNN"
"1",1,"training",0.9375,5,"4KNN","5__4KNN"
"1",1,"training",0.9375,5,"4KNN","5__4KNN"
"0",0,"training",0.9375,5,"4KNN","5__4KNN"
"1",1,"training",0.9375,5,"4KNN","5__4KNN"
"0",1,"training",0.9375,5,"4KNN","5__4KNN"
"1",1,"training",0.9375,5,"4KNN","5__4KNN"
"0",0,"training",0.9375,5,"4KNN","5__4KNN"
"1",1,"training",0.9375,5,"4KNN","5__4KNN"
"1",1,"training",0.9375,5,"4KNN","5__4KNN"
"1",1,"training",0.9375,5,"4KNN","5__4KNN"
"1",1,"training",0.9375,5,"4KNN","5__4KNN"
"0",0,"training",0.9375,5,"4KNN","5__4KNN"
"0",1,"training",0.9375,5,"4KNN","5__4KNN"
"1",1,"training",0.9375,5,"4KNN","5__4KNN"
"1",1,"training",0.9375,5,"4KNN","5__4KNN"
"1",1,"training",0.9375,5,"4KNN","5__4KNN"
"1",1,"training",0.9375,5,"4KNN","5__4KNN"
"0",0,"training",0.9375,5,"4KNN","5__4KNN"
"0",0,"training",0.9375,5,"4KNN","5__4KNN"
"0",0,"training",0.9375,5,"4KNN","5__4KNN"
"0",0,"training",0.9375,5,"4KNN","5__4KNN"
"1",1,"training",0.9375,5,"4KNN","5__4KNN"
"1",1,"training",0.9375,5,"4KNN","5__4KNN"
"1",1,"training",0.9375,5,"4KNN","5__4KNN"
"0",0,"training",0.9375,5,"4KNN","5__4KNN"
"0",0,"training",0.9375,5,"4KNN","5__4KNN"
"0",0,"training",0.9375,5,"4KNN","5__4KNN"
"0",0,"training",0.9375,5,"4KNN","5__4KNN"
"1",1,"training",0.9375,5,"4KNN","5__4KNN"
"1",1,"training",0.9375,5,"4KNN","5__4KNN"
"0",0,"training",0.9375,5,"4KNN","5__4KNN"
"1",1,"training",0.9375,5,"4KNN","5__4KNN"
"1",1,"training",0.9375,5,"4KNN","5__4KNN"
"0",0,"training",0.9375,5,"4KNN","5__4KNN"
"1",1,"training",0.9375,5,"4KNN","5__4KNN"
"1",1,"training",0.9375,5,"4KNN","5__4KNN"
"1",1,"training",0.9375,5,"4KNN","5__4KNN"
"0",0,"training",0.9375,5,"4KNN","5__4KNN"
"0",0,"training",0.9375,5,"4KNN","5__4KNN"
"0",0,"training",0.9375,5,"4KNN","5__4KNN"
"1",1,"training",0.9375,5,"4KNN","5__4KNN"
"0",0,"training",0.9375,5,"4KNN","5__4KNN"
"0",0,"training",0.9375,5,"4KNN","5__4KNN"
"1",1,"training",0.9375,5,"4KNN","5__4KNN"
"0",0,"training",0.9375,5,"4KNN","5__4KNN"
"1",0,"training",0.9375,5,"4KNN","5__4KNN"
"0",0,"training",0.9375,5,"4KNN","5__4KNN"
"0",0,"training",0.9375,5,"4KNN","5__4KNN"
"0",0,"training",0.9375,5,"4KNN","5__4KNN"
"0",0,"training",0.9375,5,"4KNN","5__4KNN"
"0",0,"training",0.9375,5,"4KNN","5__4KNN"
"0",0,"training",0.9375,5,"4KNN","5__4KNN"
"1",1,"training",0.9375,5,"4KNN","5__4KNN"
"1",1,"training",0.9375,5,"4KNN","5__4KNN"
"1",1,"training",0.9375,5,"4KNN","5__4KNN"
"0",0,"training",0.9375,5,"4KNN","5__4KNN"
"1",1,"training",0.9375,5,"4KNN","5__4KNN"
"0",0,"training",0.9375,5,"4KNN","5__4KNN"
"1",1,"training",0.9375,5,"4KNN","5__4KNN"
"0",0,"training",0.9375,5,"4KNN","5__4KNN"
"0",0,"training",0.9375,5,"4KNN","5__4KNN"
"0",0,"training",0.9375,5,"4KNN","5__4KNN"
"1",1,"training",0.9375,5,"4KNN","5__4KNN"
"1",1,"training",0.9375,5,"4KNN","5__4KNN"
"1",0,"training",0.9375,5,"4KNN","5__4KNN"
"1",1,"training",0.9375,5,"4KNN","5__4KNN"
"1",1,"training",0.9375,5,"4KNN","5__4KNN"
"1",0,"training",0.9375,5,"4KNN","5__4KNN"
"0",0,"training",0.9375,5,"4KNN","5__4KNN"
"1",1,"training",0.9375,5,"4KNN","5__4KNN"
"1",1,"training",0.9375,5,"4KNN","5__4KNN"
"1",1,"training",0.9375,5,"4KNN","5__4KNN"
"1",1,"training",0.9375,5,"4KNN","5__4KNN"
"0",0,"training",0.9375,5,"4KNN","5__4KNN"
"0",0,"training",0.9375,5,"4KNN","5__4KNN"
"1",1,"training",0.9375,5,"4KNN","5__4KNN"
"1",0,"training",0.9375,5,"4KNN","5__4KNN"
"0",0,"training",0.9375,5,"4KNN","5__4KNN"
"1",1,"training",0.9375,5,"4KNN","5__4KNN"
"0",1,"training",0.9375,5,"4KNN","5__4KNN"
"1",1,"training",0.9375,5,"4KNN","5__4KNN"
"1",1,"training",0.9375,5,"4KNN","5__4KNN"
"0",0,"training",0.9375,5,"4KNN","5__4KNN"
"0",0,"training",0.9375,5,"4KNN","5__4KNN"
"0",0,"training",0.9375,5,"4KNN","5__4KNN"
"0",0,"training",0.9375,5,"4KNN","5__4KNN"
"1",1,"training",0.9375,5,"4KNN","5__4KNN"
"0",0,"training",0.9375,5,"4KNN","5__4KNN"
"1",1,"training",0.9375,5,"4KNN","5__4KNN"
"0",0,"training",0.9375,5,"4KNN","5__4KNN"
"0",0,"training",0.9375,5,"4KNN","5__4KNN"
"0",0,"training",0.9375,5,"4KNN","5__4KNN"
"0",0,"training",0.9375,5,"4KNN","5__4KNN"
"0",0,"testing",0.732142857142857,5,"4KNN","5__4KNN"
"1",0,"testing",0.732142857142857,5,"4KNN","5__4KNN"
"0",0,"testing",0.732142857142857,5,"4KNN","5__4KNN"
"1",1,"testing",0.732142857142857,5,"4KNN","5__4KNN"
"0",0,"testing",0.732142857142857,5,"4KNN","5__4KNN"
"1",0,"testing",0.732142857142857,5,"4KNN","5__4KNN"
"1",0,"testing",0.732142857142857,5,"4KNN","5__4KNN"
"0",0,"testing",0.732142857142857,5,"4KNN","5__4KNN"
"1",1,"testing",0.732142857142857,5,"4KNN","5__4KNN"
"0",1,"testing",0.732142857142857,5,"4KNN","5__4KNN"
"1",1,"testing",0.732142857142857,5,"4KNN","5__4KNN"
"0",0,"testing",0.732142857142857,5,"4KNN","5__4KNN"
"0",0,"testing",0.732142857142857,5,"4KNN","5__4KNN"
"0",0,"testing",0.732142857142857,5,"4KNN","5__4KNN"
"1",0,"testing",0.732142857142857,5,"4KNN","5__4KNN"
"0",0,"testing",0.732142857142857,5,"4KNN","5__4KNN"
"0",0,"testing",0.732142857142857,5,"4KNN","5__4KNN"
"0",0,"testing",0.732142857142857,5,"4KNN","5__4KNN"
"0",0,"training",0.946428571428571,5,"5SVM","5__5SVM"
"1",1,"training",0.946428571428571,5,"5SVM","5__5SVM"
"0",0,"training",0.946428571428571,5,"5SVM","5__5SVM"
"0",0,"training",0.946428571428571,5,"5SVM","5__5SVM"
"0",0,"training",0.946428571428571,5,"5SVM","5__5SVM"
"1",1,"training",0.946428571428571,5,"5SVM","5__5SVM"
"1",1,"training",0.946428571428571,5,"5SVM","5__5SVM"
"0",0,"training",0.946428571428571,5,"5SVM","5__5SVM"
"1",1,"training",0.946428571428571,5,"5SVM","5__5SVM"
"1",1,"training",0.946428571428571,5,"5SVM","5__5SVM"
"0",0,"training",0.946428571428571,5,"5SVM","5__5SVM"
"1",1,"training",0.946428571428571,5,"5SVM","5__5SVM"
"1",1,"training",0.946428571428571,5,"5SVM","5__5SVM"
"0",0,"training",0.946428571428571,5,"5SVM","5__5SVM"
"1",1,"training",0.946428571428571,5,"5SVM","5__5SVM"
"0",0,"training",0.946428571428571,5,"5SVM","5__5SVM"
"1",1,"training",0.946428571428571,5,"5SVM","5__5SVM"
"0",0,"training",0.946428571428571,5,"5SVM","5__5SVM"
"1",1,"training",0.946428571428571,5,"5SVM","5__5SVM"
"1",1,"training",0.946428571428571,5,"5SVM","5__5SVM"
"1",1,"training",0.946428571428571,5,"5SVM","5__5SVM"
"0",0,"training",0.946428571428571,5,"5SVM","5__5SVM"
"1",1,"training",0.946428571428571,5,"5SVM","5__5SVM"
"0",1,"training",0.946428571428571,5,"5SVM","5__5SVM"
"1",1,"training",0.946428571428571,5,"5SVM","5__5SVM"
"0",0,"training",0.946428571428571,5,"5SVM","5__5SVM"
"1",1,"training",0.946428571428571,5,"5SVM","5__5SVM"
"1",1,"training",0.946428571428571,5,"5SVM","5__5SVM"
"1",1,"training",0.946428571428571,5,"5SVM","5__5SVM"
"1",1,"training",0.946428571428571,5,"5SVM","5__5SVM"
"0",0,"training",0.946428571428571,5,"5SVM","5__5SVM"
"0",1,"training",0.946428571428571,5,"5SVM","5__5SVM"
"1",1,"training",0.946428571428571,5,"5SVM","5__5SVM"
"1",1,"training",0.946428571428571,5,"5SVM","5__5SVM"
"1",1,"training",0.946428571428571,5,"5SVM","5__5SVM"
"1",1,"training",0.946428571428571,5,"5SVM","5__5SVM"
"0",0,"training",0.946428571428571,5,"5SVM","5__5SVM"
"0",0,"training",0.946428571428571,5,"5SVM","5__5SVM"
"0",0,"training",0.946428571428571,5,"5SVM","5__5SVM"
"0",0,"training",0.946428571428571,5,"5SVM","5__5SVM"
"1",1,"training",0.946428571428571,5,"5SVM","5__5SVM"
"1",1,"training",0.946428571428571,5,"5SVM","5__5SVM"
"1",1,"training",0.946428571428571,5,"5SVM","5__5SVM"
"0",0,"training",0.946428571428571,5,"5SVM","5__5SVM"
"0",0,"training",0.946428571428571,5,"5SVM","5__5SVM"
"0",0,"training",0.946428571428571,5,"5SVM","5__5SVM"
"0",0,"training",0.946428571428571,5,"5SVM","5__5SVM"
"1",1,"training",0.946428571428571,5,"5SVM","5__5SVM"
"1",1,"training",0.946428571428571,5,"5SVM","5__5SVM"
"0",0,"training",0.946428571428571,5,"5SVM","5__5SVM"
"1",1,"training",0.946428571428571,5,"5SVM","5__5SVM"
"1",1,"training",0.946428571428571,5,"5SVM","5__5SVM"
"0",0,"training",0.946428571428571,5,"5SVM","5__5SVM"
"1",1,"training",0.946428571428571,5,"5SVM","5__5SVM"
"1",1,"training",0.946428571428571,5,"5SVM","5__5SVM"
"1",1,"training",0.946428571428571,5,"5SVM","5__5SVM"
